date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:42:06	49939/49939	---MCZ	200	added ('OK')	text/html	date:Thu,%2010%20Jul%202025%2014:42:10%20GMT	https://www.jjconsulting.com.br/pt-br?section=clientes	C:/Meus%20Sites/JJConsulting/www.jjconsulting.com.br/pt-br03d6.html	(from https://www.jjconsulting.com.br/pt-br)
11:42:07	21857/21857	---MCZ	200	added ('OK')	text/html	date:Thu,%2010%20Jul%202025%2014:42:11%20GMT	https://www.jjconsulting.com.br/pt-br/contact	C:/Meus%20Sites/JJConsulting/www.jjconsulting.com.br/pt-br/contact.html	(from https://www.jjconsulting.com.br/pt-br)
11:42:07	17200/17200	---MCZ	200	added ('OK')	text/html	date:Thu,%2010%20Jul%202025%2014:42:11%20GMT	https://www.jjconsulting.com.br/pt-br/jobs	C:/Meus%20Sites/JJConsulting/www.jjconsulting.com.br/pt-br/jobs.html	(from https://www.jjconsulting.com.br/pt-br)
11:42:08	48215/48215	---MCZ	200	added ('OK')	text/html	date:Thu,%2010%20Jul%202025%2014:42:13%20GMT	https://www.jjconsulting.com.br/pt-br/blog	C:/Meus%20Sites/JJConsulting/www.jjconsulting.com.br/pt-br/blog.html	(from https://www.jjconsulting.com.br/pt-br)
11:42:09	22171/22171	---MCZ	200	added ('OK')	text/html	date:Thu,%2010%20Jul%202025%2014:42:13%20GMT	https://www.jjconsulting.com.br/pt-br/projetos-de-software	C:/Meus%20Sites/JJConsulting/www.jjconsulting.com.br/pt-br/projetos-de-software.html	(from https://www.jjconsulting.com.br/pt-br)
11:42:09	93628/93628	---M--	200	added ('OK')	image/webp	etag:%221db9e992bd279bc%22	https://www.jjconsulting.com.br/images/consultoria-jj.webp	C:/Meus%20Sites/JJConsulting/www.jjconsulting.com.br/images/consultoria-jj.webp	(from https://www.jjconsulting.com.br/pt-br)
11:42:09	144340/144340	---M--	200	added ('OK')	image/webp	etag:%221db9e992bd127d4%22	https://www.jjconsulting.com.br/images/suporte-sla.webp	C:/Meus%20Sites/JJConsulting/www.jjconsulting.com.br/images/suporte-sla.webp	(from https://www.jjconsulting.com.br/pt-br)
11:42:10	36866/36866	---M--	200	added ('OK')	image/webp	etag:%221db976262562382%22	https://www.jjconsulting.com.br/images/about-business-intelligence.webp	C:/Meus%20Sites/JJConsulting/www.jjconsulting.com.br/images/about-business-intelligence.webp	(from https://www.jjconsulting.com.br/pt-br)
11:42:10	14518/14518	---M--	200	added ('OK')	image/webp	etag:%221db976262568b36%22	https://www.jjconsulting.com.br/images/about-jj-integration.webp	C:/Meus%20Sites/JJConsulting/www.jjconsulting.com.br/images/about-jj-integration.webp	(from https://www.jjconsulting.com.br/pt-br)
11:42:10	2080056/2080056	---M--	200	added ('OK')	image/webp	etag:%221db950a186c2db8%22	https://www.jjconsulting.com.br/images/products/jjinfinity-devices.webp	C:/Meus%20Sites/JJConsulting/www.jjconsulting.com.br/images/products/jjinfinity-devices.webp	(from https://www.jjconsulting.com.br/pt-br)
11:42:10	40860/40860	---M--	200	added ('OK')	image/webp	etag:%221db976262562c1c%22	https://www.jjconsulting.com.br/images/ferramentas-ecommerce.webp	C:/Meus%20Sites/JJConsulting/www.jjconsulting.com.br/images/ferramentas-ecommerce.webp	(from https://www.jjconsulting.com.br/pt-br)
11:42:11	312623/312623	---M--	200	added ('OK')	video/mp4	etag:%221db9a6c119d152f%22	https://www.jjconsulting.com.br/video/gif_typing.mp4	C:/Meus%20Sites/JJConsulting/www.jjconsulting.com.br/video/gif_typing.mp4	(from https://www.jjconsulting.com.br/pt-br)
11:42:11	3548/3548	---M--	200	added ('OK')	image/webp	etag:%221db950a17daf7dc%22	https://www.jjconsulting.com.br/images/eduardo.webp	C:/Meus%20Sites/JJConsulting/www.jjconsulting.com.br/images/eduardo.webp	(from https://www.jjconsulting.com.br/pt-br)
11:42:12	51944/51944	---M--	200	added ('OK')	image/webp	etag:%221db950a17da30e8%22	https://www.jjconsulting.com.br/images/arquimedes.webp	C:/Meus%20Sites/JJConsulting/www.jjconsulting.com.br/images/arquimedes.webp	(from https://www.jjconsulting.com.br/pt-br)
11:42:12	10132/10132	---M--	200	added ('OK')	image/webp	etag:%221db950a1873b714%22	https://www.jjconsulting.com.br/images/luis.webp	C:/Meus%20Sites/JJConsulting/www.jjconsulting.com.br/images/luis.webp	(from https://www.jjconsulting.com.br/pt-br)
11:42:12	9380/9380	---M--	200	added ('OK')	image/webp	etag:%221db950a17dadea4%22	https://www.jjconsulting.com.br/images/alexandre_martim.webp	C:/Meus%20Sites/JJConsulting/www.jjconsulting.com.br/images/alexandre_martim.webp	(from https://www.jjconsulting.com.br/pt-br)
11:42:13	4344/4344	---M--	200	added ('OK')	image/webp	etag:%221db950a17daeaf8%22	https://www.jjconsulting.com.br/images/clientes/jj_danone.webp	C:/Meus%20Sites/JJConsulting/www.jjconsulting.com.br/images/clientes/jj_danone.webp	(from https://www.jjconsulting.com.br/pt-br)
11:42:13	3458/3458	---M--	200	added ('OK')	image/webp	etag:%221db950a17daf782%22	https://www.jjconsulting.com.br/images/clientes/jj_lvmh.webp	C:/Meus%20Sites/JJConsulting/www.jjconsulting.com.br/images/clientes/jj_lvmh.webp	(from https://www.jjconsulting.com.br/pt-br)
11:42:13	3818/3818	---M--	200	added ('OK')	image/webp	etag:%221db950a17daf4ea%22	https://www.jjconsulting.com.br/images/clientes/jj_shell.webp	C:/Meus%20Sites/JJConsulting/www.jjconsulting.com.br/images/clientes/jj_shell.webp	(from https://www.jjconsulting.com.br/pt-br)
11:42:14	3462/3462	---M--	200	added ('OK')	image/webp	etag:%221db950a17daf786%22	https://www.jjconsulting.com.br/images/clientes/jj_cpq.webp	C:/Meus%20Sites/JJConsulting/www.jjconsulting.com.br/images/clientes/jj_cpq.webp	(from https://www.jjconsulting.com.br/pt-br)
11:42:14	2988/2988	---M--	200	added ('OK')	image/webp	etag:%221db950a17daf1ac%22	https://www.jjconsulting.com.br/images/clientes/jj_grupo-rb.webp	C:/Meus%20Sites/JJConsulting/www.jjconsulting.com.br/images/clientes/jj_grupo-rb.webp	(from https://www.jjconsulting.com.br/pt-br)
11:42:14	3822/3822	---M--	200	added ('OK')	image/webp	etag:%221db950a17daf4ee%22	https://www.jjconsulting.com.br/images/clientes/jj_boiron.webp	C:/Meus%20Sites/JJConsulting/www.jjconsulting.com.br/images/clientes/jj_boiron.webp	(from https://www.jjconsulting.com.br/pt-br)
11:42:15	4156/4156	---M--	200	added ('OK')	image/webp	etag:%221db950a17daea3c%22	https://www.jjconsulting.com.br/images/clientes/jj_havanna.webp	C:/Meus%20Sites/JJConsulting/www.jjconsulting.com.br/images/clientes/jj_havanna.webp	(from https://www.jjconsulting.com.br/pt-br)
11:42:15	3838/3838	---M--	200	added ('OK')	image/webp	etag:%221db950a17daf4fe%22	https://www.jjconsulting.com.br/images/clientes/jj_lng.webp	C:/Meus%20Sites/JJConsulting/www.jjconsulting.com.br/images/clientes/jj_lng.webp	(from https://www.jjconsulting.com.br/pt-br)
11:42:15	5068/5068	---M--	200	added ('OK')	image/webp	etag:%221db950a17dae9cc%22	https://www.jjconsulting.com.br/images/clientes/jj_is.webp	C:/Meus%20Sites/JJConsulting/www.jjconsulting.com.br/images/clientes/jj_is.webp	(from https://www.jjconsulting.com.br/pt-br)
11:42:16	2234/2234	---M--	200	added ('OK')	image/webp	etag:%221db950a17daf2ba%22	https://www.jjconsulting.com.br/images/clientes/jj_ypf.webp	C:/Meus%20Sites/JJConsulting/www.jjconsulting.com.br/images/clientes/jj_ypf.webp	(from https://www.jjconsulting.com.br/pt-br)
11:42:16	2450/2450	---M--	200	added ('OK')	image/webp	etag:%221db950a17daf392%22	https://www.jjconsulting.com.br/images/clientes/jj_mhb.webp	C:/Meus%20Sites/JJConsulting/www.jjconsulting.com.br/images/clientes/jj_mhb.webp	(from https://www.jjconsulting.com.br/pt-br)
11:42:17	2580/2580	---M--	200	added ('OK')	image/webp	etag:%221db950a17daf014%22	https://www.jjconsulting.com.br/images/clientes/logo-auster.webp	C:/Meus%20Sites/JJConsulting/www.jjconsulting.com.br/images/clientes/logo-auster.webp	(from https://www.jjconsulting.com.br/pt-br)
11:42:17	2732/2732	---M--	200	added ('OK')	image/webp	etag:%221db950a17daf0ac%22	https://www.jjconsulting.com.br/images/clientes/logo-sigvaris.webp	C:/Meus%20Sites/JJConsulting/www.jjconsulting.com.br/images/clientes/logo-sigvaris.webp	(from https://www.jjconsulting.com.br/pt-br)
11:42:17	2208/2208	---M--	200	added ('OK')	image/webp	etag:%221db950a17daf2a0%22	https://www.jjconsulting.com.br/images/clientes/logo-abs.webp	C:/Meus%20Sites/JJConsulting/www.jjconsulting.com.br/images/clientes/logo-abs.webp	(from https://www.jjconsulting.com.br/pt-br)
11:42:18	36535/36535	---MCZ	200	added ('OK')	text/html	date:Thu,%2010%20Jul%202025%2014:42:23%20GMT	https://www.jjconsulting.com.br/pt-br/produtos/sistema-de-vendas-para-empresas	C:/Meus%20Sites/JJConsulting/www.jjconsulting.com.br/pt-br/produtos/sistema-de-vendas-para-empresas.html	(from https://www.jjconsulting.com.br/pt-br)
11:42:19	30395/30395	---MCZ	200	added ('OK')	text/html	date:Thu,%2010%20Jul%202025%2014:42:23%20GMT	https://www.jjconsulting.com.br/pt-br/produtos/dicionario-de-dados	C:/Meus%20Sites/JJConsulting/www.jjconsulting.com.br/pt-br/produtos/dicionario-de-dados.html	(from https://www.jjconsulting.com.br/pt-br)
11:42:19	5202/5202	---M--	200	added ('OK')	image/webp	etag:%221db950a187384d2%22	https://www.jjconsulting.com.br/images/products/logo/JJMasterDataLogoVertical.webp	C:/Meus%20Sites/JJConsulting/www.jjconsulting.com.br/images/products/logo/JJMasterDataLogoVertical.webp	(from https://www.jjconsulting.com.br/pt-br)
11:42:19	21838/21838	---MCZ	200	added ('OK')	text/html	date:Thu,%2010%20Jul%202025%2014:42:24%20GMT	https://www.jjconsulting.com.br/pt-br/produtos/integracao-de-dados	C:/Meus%20Sites/JJConsulting/www.jjconsulting.com.br/pt-br/produtos/integracao-de-dados.html	(from https://www.jjconsulting.com.br/pt-br)
11:42:20	5656/5656	---M--	200	added ('OK')	image/webp	etag:%221db950a18738698%22	https://www.jjconsulting.com.br/images/products/logo/JJ%20Integration%20logo.webp	C:/Meus%20Sites/JJConsulting/www.jjconsulting.com.br/images/products/logo/JJ%20Integration%20logo.webp	(from https://www.jjconsulting.com.br/pt-br)
11:42:20	7690/7690	---M--	200	added ('OK')	image/webp	etag:%221db950a18738e8a%22	https://www.jjconsulting.com.br/images/products/logo/Websales%20logo.webp	C:/Meus%20Sites/JJConsulting/www.jjconsulting.com.br/images/products/logo/Websales%20logo.webp	(from https://www.jjconsulting.com.br/pt-br)
11:42:20	8908/8908	---M--	200	added ('OK')	image/png	etag:%221db950a1873b24c%22	https://www.jjconsulting.com.br/images/logo_jj-consulting-hv-adj.png	C:/Meus%20Sites/JJConsulting/www.jjconsulting.com.br/images/logo_jj-consulting-hv-adj.png	(from https://www.jjconsulting.com.br/pt-br)
11:42:20	16387/16387	---MCZ	200	added ('OK')	text/javascript	etag:%221db9ad65195dd03%22	https://www.jjconsulting.com.br/js/aos.min.js	C:/Meus%20Sites/JJConsulting/www.jjconsulting.com.br/js/aos.min.js	(from https://www.jjconsulting.com.br/pt-br)
11:42:21	89478/89478	---MCZ	200	added ('OK')	text/javascript	etag:%221db950a1872cd06%22	https://www.jjconsulting.com.br/js/jquery/dist/jquery.min.js	C:/Meus%20Sites/JJConsulting/www.jjconsulting.com.br/js/jquery/dist/jquery.min.js	(from https://www.jjconsulting.com.br/pt-br)
11:42:21	91993/91993	---MCZ	200	added ('OK')	text/javascript	etag:%221db9ad65194fa59%22	https://www.jjconsulting.com.br/js/bootstrap.bundle.min.js	C:/Meus%20Sites/JJConsulting/www.jjconsulting.com.br/js/bootstrap.bundle.min.js	(from https://www.jjconsulting.com.br/pt-br)
11:42:22	66168/66168	---MCZ	200	added ('OK')	text/javascript	etag:%221db9ad651949f78%22	https://www.jjconsulting.com.br/js/bootstrap-select.min.js	C:/Meus%20Sites/JJConsulting/www.jjconsulting.com.br/js/bootstrap-select.min.js	(from https://www.jjconsulting.com.br/pt-br)
11:42:22	1014/1014	---MCZ	200	added ('OK')	text/javascript	etag:%221db950a18739376%22	https://www.jjconsulting.com.br/js/morphext.min.js	C:/Meus%20Sites/JJConsulting/www.jjconsulting.com.br/js/morphext.min.js	(from https://www.jjconsulting.com.br/pt-br)
11:42:23	927/927	---MCZ	200	added ('OK')	text/javascript	etag:%221dbbdb6714b029f%22	https://www.jjconsulting.com.br/js/app.js?v=X8IOXcn2aHmfuC4d4xkTpggtRFrZ-U8zSfB7-Tbidno	C:/Meus%20Sites/JJConsulting/www.jjconsulting.com.br/js/appc395.js	(from https://www.jjconsulting.com.br/pt-br)
11:42:23	0/0	---MC-	302	error ('Found')	text/html	date:Thu,%2010%20Jul%202025%2014:42:28%20GMT	https://www.jjconsulting.com.br/	C:/Meus%20Sites/JJConsulting/www.jjconsulting.com.br/index.html	(from https://www.jjconsulting.com.br/css/bootstrap.min.css)
11:42:23	130396/130396	---M--	200	added ('OK')	font/woff2	etag:%221db9ad65194605c%22	https://www.jjconsulting.com.br/css/bootstrap-icons/font/fonts/bootstrap-icons.woff2?dd67030699838ea613ee6dbda90effa6	C:/Meus%20Sites/JJConsulting/www.jjconsulting.com.br/css/bootstrap-icons/font/fonts/bootstrap-icons0107.woff2	(from https://www.jjconsulting.com.br/css/bootstrap-icons/font/bootstrap-icons.min.css)
11:42:24	176032/176032	---M--	200	added ('OK')	application/font-woff	etag:%221db9ad6519732a0%22	https://www.jjconsulting.com.br/css/bootstrap-icons/font/fonts/bootstrap-icons.woff?dd67030699838ea613ee6dbda90effa6	C:/Meus%20Sites/JJConsulting/www.jjconsulting.com.br/css/bootstrap-icons/font/fonts/bootstrap-icons0107.woff	(from https://www.jjconsulting.com.br/css/bootstrap-icons/font/bootstrap-icons.min.css)
11:42:24	132712/132712	---M--	200	added ('OK')	image/webp	etag:%221db950a17d8fc68%22	https://www.jjconsulting.com.br/images/bg_footer.webp	C:/Meus%20Sites/JJConsulting/www.jjconsulting.com.br/images/bg_footer.webp	(from https://www.jjconsulting.com.br/css/style.css?v=3)
11:42:24	320770/320770	---M--	200	added ('OK')	image/webp	etag:%221dba8aec8884802%22	https://www.jjconsulting.com.br/images/bg_faca_parte.webp	C:/Meus%20Sites/JJConsulting/www.jjconsulting.com.br/images/bg_faca_parte.webp	(from https://www.jjconsulting.com.br/css/style.css?v=3)
11:42:25	1710/1710	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2010%20Jul%202025%2014:42:30%20GMT	https://www.jjconsulting.com.br/css/img/bg-img/bg-2.jpg	C:/Meus%20Sites/JJConsulting/www.jjconsulting.com.br/css/img/bg-img/bg-2.40.delayed	(from https://www.jjconsulting.com.br/css/style.css?v=3)
11:42:25	1710/1710	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2010%20Jul%202025%2014:42:30%20GMT	https://www.jjconsulting.com.br/css/img/jj-bg.png	C:/Meus%20Sites/JJConsulting/www.jjconsulting.com.br/css/img/jj-bg.41.delayed	(from https://www.jjconsulting.com.br/css/style.css?v=3)
11:42:25	12132/12132	---M--	200	added ('OK')	image/webp	etag:%221db950a17dad564%22	https://www.jjconsulting.com.br/images/BackgroundResultado.webp	C:/Meus%20Sites/JJConsulting/www.jjconsulting.com.br/images/BackgroundResultado.webp	(from https://www.jjconsulting.com.br/css/style.css?v=3)
11:42:26	1538/1538	---M--	200	added ('OK')	image/png	date:Thu,%2010%20Jul%202025%2014:42:31%20GMT	https://www.jjconsulting.com.br/infinity/AppImages/Favicon?v=5adda2de-d5fc-4fa2-bada-37a764b37c2d	C:/Meus%20Sites/JJConsulting/www.jjconsulting.com.br/infinity/AppImages/Favicon3f1b.png	(from https://www.jjconsulting.com.br/infinity/Account/Login?ReturnUrl=%2Finfinity)
11:42:26	352/352	---M--	200	added ('OK')	application/json	date:Thu,%2010%20Jul%202025%2014:42:31%20GMT	https://www.jjconsulting.com.br/infinity/manifest.json	C:/Meus%20Sites/JJConsulting/www.jjconsulting.com.br/infinity/manifest.json	(from https://www.jjconsulting.com.br/infinity/Account/Login?ReturnUrl=%2Finfinity)
11:42:26	65933/65933	---M-Z	200	added ('OK')	text/javascript	date:Wed,%2012%20Feb%202025%2015:44:40%20GMT	https://www.jjconsulting.com.br/infinity/vendors/simplebar/simplebar.min.js	C:/Meus%20Sites/JJConsulting/www.jjconsulting.com.br/infinity/vendors/simplebar/simplebar.min.js	(from https://www.jjconsulting.com.br/infinity/Account/Login?ReturnUrl=%2Finfinity)
11:42:27	3766/3766	---M-Z	200	added ('OK')	text/javascript	date:Wed,%2012%20Feb%202025%2015:44:39%20GMT	https://www.jjconsulting.com.br/infinity/js/config.js	C:/Meus%20Sites/JJConsulting/www.jjconsulting.com.br/infinity/js/config.js	(from https://www.jjconsulting.com.br/infinity/Account/Login?ReturnUrl=%2Finfinity)
11:42:27	2951/2951	---M-Z	200	added ('OK')	text/css	date:Wed,%2012%20Feb%202025%2015:44:40%20GMT	https://www.jjconsulting.com.br/infinity/vendors/simplebar/simplebar.min.css	C:/Meus%20Sites/JJConsulting/www.jjconsulting.com.br/infinity/vendors/simplebar/simplebar.min.css	(from https://www.jjconsulting.com.br/infinity/Account/Login?ReturnUrl=%2Finfinity)
11:42:27	100787/100787	---M-Z	200	added ('OK')	text/css	date:Wed,%2004%20Jun%202025%2019:26:06%20GMT	https://www.jjconsulting.com.br/infinity/_content/JJMasterData.Web/css/fontawesome/all.min.css	C:/Meus%20Sites/JJConsulting/www.jjconsulting.com.br/infinity/_content/JJMasterData.Web/css/fontawesome/all.min.css	(from https://www.jjconsulting.com.br/infinity/Account/Login?ReturnUrl=%2Finfinity)
11:42:28	1755/1755	---M-Z	200	added ('OK')	text/css	date:Wed,%2004%20Jun%202025%2019:26:06%20GMT	https://www.jjconsulting.com.br/infinity/_content/JJMasterData.Web/css/fontawesome/v4-font-face.min.css	C:/Meus%20Sites/JJConsulting/www.jjconsulting.com.br/infinity/_content/JJMasterData.Web/css/fontawesome/v4-font-face.min.css	(from https://www.jjconsulting.com.br/infinity/Account/Login?ReturnUrl=%2Finfinity)
11:42:28	26240/26240	---M-Z	200	added ('OK')	text/css	date:Wed,%2004%20Jun%202025%2019:26:06%20GMT	https://www.jjconsulting.com.br/infinity/_content/JJMasterData.Web/css/fontawesome/v4-shims.min.css	C:/Meus%20Sites/JJConsulting/www.jjconsulting.com.br/infinity/_content/JJMasterData.Web/css/fontawesome/v4-shims.min.css	(from https://www.jjconsulting.com.br/infinity/Account/Login?ReturnUrl=%2Finfinity)
11:42:28	9830/9830	---M-Z	200	added ('OK')	text/css	date:Wed,%2012%20Feb%202025%2015:44:39%20GMT	https://www.jjconsulting.com.br/infinity/vendors/dropzone/dropzone.min.css	C:/Meus%20Sites/JJConsulting/www.jjconsulting.com.br/infinity/vendors/dropzone/dropzone.min.css	(from https://www.jjconsulting.com.br/infinity/Account/Login?ReturnUrl=%2Finfinity)
11:42:29	16178/16178	---M-Z	200	added ('OK')	text/css	date:Wed,%2012%20Feb%202025%2015:44:39%20GMT	https://www.jjconsulting.com.br/infinity/vendors/flatpickr/flatpickr.min.css	C:/Meus%20Sites/JJConsulting/www.jjconsulting.com.br/infinity/vendors/flatpickr/flatpickr.min.css	(from https://www.jjconsulting.com.br/infinity/Account/Login?ReturnUrl=%2Finfinity)
11:42:29	15334/15334	---M-Z	200	added ('OK')	text/css	date:Wed,%2004%20Jun%202025%2019:26:06%20GMT	https://www.jjconsulting.com.br/infinity/_content/JJMasterData.Web/css/bootstrap/bootstrap-select.css	C:/Meus%20Sites/JJConsulting/www.jjconsulting.com.br/infinity/_content/JJMasterData.Web/css/bootstrap/bootstrap-select.css	(from https://www.jjconsulting.com.br/infinity/Account/Login?ReturnUrl=%2Finfinity)
11:42:29	1721/1721	---M-Z	200	added ('OK')	text/css	date:Wed,%2012%20Feb%202025%2015:44:39%20GMT	https://www.jjconsulting.com.br/infinity/css/phoenix-tags-input.css	C:/Meus%20Sites/JJConsulting/www.jjconsulting.com.br/infinity/css/phoenix-tags-input.css	(from https://www.jjconsulting.com.br/infinity/Account/Login?ReturnUrl=%2Finfinity)
11:42:30	25108/25108	---M-Z	200	added ('OK')	text/css	date:Mon,%2030%20Jun%202025%2014:02:59%20GMT	https://www.jjconsulting.com.br/infinity/css/infinity.css?v=oDiDQt86pLegRyZDSsz3uXBD2IdD9twCzTpQzuF_1I0	C:/Meus%20Sites/JJConsulting/www.jjconsulting.com.br/infinity/css/infinity696c.css	(from https://www.jjconsulting.com.br/infinity/Account/Login?ReturnUrl=%2Finfinity)
11:42:30	28019/28019	---M-Z	200	added ('OK')	text/css	date:Wed,%2002%20Apr%202025%2016:47:13%20GMT	https://www.jjconsulting.com.br/infinity/css/flags.css	C:/Meus%20Sites/JJConsulting/www.jjconsulting.com.br/infinity/css/flags.css	(from https://www.jjconsulting.com.br/infinity/Account/Login?ReturnUrl=%2Finfinity)
11:42:31	795718/795718	---M--	200	added ('OK')	text/css	date:Thu,%2010%20Jul%202025%2014:42:36%20GMT	https://www.jjconsulting.com.br/infinity/css/app-theme.css?v=25b18420-95af-499b-b387-5e04f3e5e181	C:/Meus%20Sites/JJConsulting/www.jjconsulting.com.br/infinity/css/app-theme5bf9.css	(from https://www.jjconsulting.com.br/infinity/Account/Login?ReturnUrl=%2Finfinity)
11:42:31	87533/87533	---M-Z	200	added ('OK')	text/javascript	date:Wed,%2004%20Jun%202025%2019:26:07%20GMT	https://www.jjconsulting.com.br/infinity/_content/JJMasterData.Web/js/jquery/jquery.min.js	C:/Meus%20Sites/JJConsulting/www.jjconsulting.com.br/infinity/_content/JJMasterData.Web/js/jquery/jquery.min.js	(from https://www.jjconsulting.com.br/infinity/Account/Login?ReturnUrl=%2Finfinity)
11:42:32	54325/54325	---M-Z	200	added ('OK')	text/javascript	date:Wed,%2004%20Jun%202025%2019:26:07%20GMT	https://www.jjconsulting.com.br/infinity/_content/JJMasterData.Web/js/jquery/jquery-form/jquery.form.js	C:/Meus%20Sites/JJConsulting/www.jjconsulting.com.br/infinity/_content/JJMasterData.Web/js/jquery/jquery-form/jquery.form.js	(from https://www.jjconsulting.com.br/infinity/Account/Login?ReturnUrl=%2Finfinity)
